packetNumber;lat;lon;gps_height;hAcc;IMU_PITCH;IMU_ROLL;IMU_YAW;rateX;rateY;rateZ;ALTITUDE;presAltOffsetAtGround;ms5611_altitude;lidar_range;flags;state;IMU_ACCX;IMU_ACCY;IMU_ACCZ;IMU_MAGX;IMU_MAGY;IMU_MAGZ
3171;3.814e-321;0.0;0.0;0.0;9.315431847825162e+36;2232360.0;3.405302348596121e-37;-8.784698127619912e-15;-3.5006725799018496e+16;-1.7807854419771287e-19;3.82279309864785e-15;3.242470114628304e-08;7.061726195408785e+30;2.4155582928031197e-41;327680;768;-8.375280221607212e-24;7.036236708059164e+24;-25759.755859375;6.927178828543301e-41;0.0;0.0
